Store,Address,phone,website
"Forklifts of Toedo - B&B Forklifts","9180 US Route 62, Orient OH 43146","614-877-0037 / 888-432-9368",https://bbforklift.com/
"Valley Industrial Trucks, Inc.","1152 Meadowbrook Ave., Youngstown OH 44512","330-788-4081 / 888-375-0829",http://www.valleyindustrialtrucks.com/
"Valley Industrial Trucks, Inc.","1620 East Market St., Akron OH 44305","330-733-6301 / 888-375-0829",http://www.valleyindustrialtrucks.com/
"Southeast Industrial Equipment","5130 Commerce Road Richmond VA 23234","804‐714‐0799 / 866-696-9125",https://sielift.com/
"Mobilift of Burlington, Inc.","572 Trollingwood/Hawfields Road, Burlington NC 27302","336-578-1000 / 888-928-2635",http://www.mobiliftnc.com/
"Wisconsin Lift Truck Corporation","NORTH 6993 ROLLING MEADOWS DR., Fon du Lac, 54937","800-634-9010",""
"Wisconsin Lift Truck Corporation","1776 West Matthew Drive, DePere WI 54115","920-336-0497",http://www.wisconsinlift.com/
"Wisconsin Lift Truck Corporation","6003 FEMRITE DR #1, Madison WI 53718","608-221-3881",""
"Wisconsin Lift Truck Corporation","3125 Intertech Drive, Brookfield WI 53045","262-781-8010",http://www.wisconsinlift.com/
"Wisconsin Lift Truck Corporation","1944 S. 23RD STREET, Manitiwoc, WI 54220","920-682-6159",""
"Morrison Industrial Equipment, Co","841 East Barney, Muskegon MI 49444","231-733-1245 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","3303 Windquest Drive, Holland MI 49424","616-786-9800 / 800-968-5004",http://www.morrison-ind.com/
"Illinois Material Handling","Illinois Material Handling 490 W North Frontage Rd Bolingbrook IL 60440","630-754-4440",http://www.wisconsinlift.com/
"Morrison Industrial Equipment, Co","1825 Monroe NW, Grand Rapids MI 49505","616-447-3800 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","2749 Aero Park Drive, Traverse City MI 49684","231-947-0780 / 800-968-5004",http://www.morrison-ind.com/
"Big River Equipment Co., Inc.","5875 State Street, Bettendorf IA 52722","563-359-9600 / 800-747-7771",http://www.bigriverequipment.com/
"Morrison Industrial Equipment, Co","1329 Callaghan Street, Greenville MI 48838","616-754-9153 / 800-968-5004",http://www.morrison-ind.com/
"Big River Equipment Co., Inc.","1520 Stamy Road, Hiawatha IA 52233","319-395-9003 / 800-747-7771",http://www.bigriverequipment.com/
"Morrison Industrial Equipment, Co","2505 North Foundation Drive, South Bend IN 46628","574-287-4290 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","3510 Miller Road, Kalamazoo MI 49001","269-381-7490 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","1825 Monroe NW, Grand Rapids MI 49505","616-447-3800 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","3303 Windquest Drive, Holland MI 49424","616-786-9800 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","1329 Callaghan Street, Greenville MI 48838","616-754-9153 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","841 East Barney, Muskegon MI 49444","231-733-1245 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","3510 Miller Road, Kalamazoo MI 49001","269-381-7490 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","381 Helmer Rd N Battle Creek MI 49037","269-266-8346",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","575 Jewett Road, Mason MI 48854","517-676-9000 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","2988 Paul Drive, Elkhart IN 46514","574-264-3699 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","2505 North Foundation Drive, South Bend IN 46628","574-287-4290 / 800-968-5004",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","808 N Outer Dr Saginaw, MI 48601","989-751-8656",http://www.morrison-ind.com/
"Morrison Industrial Equipment, Co","1183 South Old US Highway 23 Brighton, Mi 48114","810-227-6311",http://www.morrison-ind.com/
"Wisconsin Lift Truck Corporation","3125 Intertech Drive, Brookfield WI 53045","262-781-8010",http://www.wisconsinlift.com/
"Morrison Industrial Equipment, Co","2749 Aero Park Drive, Traverse City MI 49684","231-947-0780 / 800-968-5004",http://www.morrison-ind.com/
"Wisconsin Lift Truck Corporation","1944 S. 23RD STREET, Manitiwoc, WI 54220","920-682-6159",""
"Forklifts of Toledo","140 Byrne Road, Toledo OH 43607","419-531-6110",https://forkliftsoftoledo.com/
